time_slot,channel_id,PU(transmitter)_x,PU(transmitter)_y,PU_active,SU_id,SU(transmitter)_x,SU(transmitter)_y,SU(receiver)_x,SU(receiver)_y,SU_request,transmit_power,channel_gain,SINR,interference_level,throughput,energy_consumption,QoS_violated
39,4,95.93798543869475,26.579251555410654,0,2,42.40335362783739,45.70885619896187,33.34219209347381,21.34234986493908,0,0.8749096706561575,0.04508264906981028,392.44194815099195,0.0,431.0003486714279,0.0020299511852441485,0
40,0,20.810999642050742,5.122307102890822,0,0,9.929279378025878,76.85932132403181,96.41047575263781,58.28774055858907,0,0.49658253902289295,0.02875074670501979,38.39053947001451,0.0,264.9888635145162,0.0018739751194174802,1
41,1,31.119360246894445,11.734270640368926,0,2,64.4863330672783,24.843751781035827,81.74517765821875,58.90815474641374,0,0.14290531277722485,0.06782031674289965,22.410210520972004,0.0,227.4533001558791,0.0006282841886708361,1
42,2,76.99922812187042,95.25548867388235,1,2,77.45894077287548,68.09212040204017,45.09074533501395,43.08699589649753,1,0.665843003444817,0.04439455887329185,5.286334120357471,0.004975298288904241,132.61094769029202,0.005021025865668669,1
43,3,86.67640022913439,45.13239550438685,0,0,69.14342059309368,12.989144643118067,19.862660398756294,67.26690784591015,1,0.2600858260289892,0.06742271138338159,31.30007181858048,0.0,250.67327338072243,0.0010375490832499798,1
44,4,51.922674418952774,25.643810599845807,1,0,72.49814514753264,1.5127087826946828,38.278162817277604,3.8179430781825063,1,0.14120736799331302,0.03370737730097368,0.6993520279877041,0.006547442663863634,38.24923719423113,0.0036917694223413413,1
45,0,99.32260672805492,52.12709501791951,0,2,2.888060052034813,1.8222968440292142,7.163094772601076,80.24654490403704,0,0.4292542499180767,0.0325741325867872,58.35898913322721,0.0,294.5697309183671,0.0014572245665655634,0
46,1,1.1572198755270269,68.23466533938003,0,1,96.492372754144,49.26896840619891,62.27197131815536,25.62123595005785,1,0.8718088225278705,0.050600518207302686,58.54596067714655,0.0,294.796587026503,0.002957323313557118,0
47,2,29.959265558521565,31.879840804406932,0,0,26.41793777486553,77.07325760381836,86.51185310754819,46.86537144391731,1,0.23021587134330568,0.02862308974281825,13.16370437442515,0.0,191.20633660185484,0.0012040179955890354,1
48,3,62.316175374457984,72.5271203161024,1,1,41.38620810628857,57.76272065140042,43.54133812854727,74.502913818076,1,0.9367851497002184,0.09498981433364852,54.67853248859314,0.001087827814363328,289.95246408303757,0.0032308231952155974,0
49,4,46.92899109374829,25.225205090720205,1,1,41.84227362036012,3.632302174522495,48.03569232449419,17.411316472213056,0,0.15806459473652434,0.03583799768770618,0.6507739544230748,0.008491514604091135,36.157129054358016,0.004371602350598422,1
50,0,11.660296642880075,11.233723204404056,1,1,90.67555692746744,55.207757010348004,93.78492646128676,90.27870685788741,1,0.11477605859733936,0.02352277074943328,0.41702667381798736,0.006173449832415034,25.14334577527855,0.004564867979714996,1
51,1,36.77870854805636,54.97082203690948,0,0,74.37996381178709,11.325388013397808,30.958317465017437,13.573683833050831,1,0.17998900494047418,0.029929369370308056,21.565378522481332,0.0,224.80195370496247,0.0008006558714166775,1
52,2,2.5447143295039054,15.11186758941303,0,1,62.02064464415022,96.53984954094028,10.168830026330522,81.27880622157562,1,0.40633059304921004,0.089880598738624,84.24942124508331,0.0,320.68090673291977,0.001267086949210035,0
53,3,64.27460460752795,94.04848786991398,1,0,11.99723599798903,35.2573144221919,6.897131069660267,39.86941810460621,1,0.6183527989140275,0.006224135941561686,0.48625204599122607,0.007507900674288568,28.583939800123133,0.021632874320512297,1
54,4,89.27425429963553,0.04490281318507705,0,1,32.34299492931731,50.34148263349777,76.82135852773963,16.41505809864553,1,0.9126757088281685,0.09020387262162319,174.98745810696724,0.0,372.9664403717476,0.0024470719281643773,0
55,0,88.48741237834588,75.56960999665465,0,2,49.177154711930285,33.87388255277014,21.834393545093235,86.9536395543629,0,0.7985509530516864,0.06199019326854599,77.56851336725204,0.0,314.7939678813183,0.0025367415897118136,0
56,1,69.95444737655465,27.94732039569109,0,2,11.490114960115072,46.70933934226922,99.89488172721882,73.2336931407597,0,0.8805921013266201,0.06105149893667063,208.67692438198404,0.0,385.6012143364498,0.002283686011098991,0
57,2,46.57701954979275,84.60868617723669,1,0,57.130769969978715,95.8460862493794,96.31454125528676,22.961851840772763,1,0.9301936852166911,0.009043615851881272,1.0840785904350274,0.006999151183378294,52.97048412777487,0.01756060347517844,1
58,3,51.20316186914897,6.015088374037525,1,2,21.434090603465815,26.05266982882487,85.37772890898154,66.52229928380397,1,0.3945769207671076,0.038911769521193046,1.6331106817480827,0.009081162078524755,69.83840828820726,0.005649855499124818,1
59,4,13.69188239956629,95.30005982995715,0,2,82.4489281311242,71.80817673790663,50.38879584718566,15.594797420235595,1,0.47193451996403313,0.09313805471105326,54.96718968030632,0.0,290.3254700691581,0.001625536051749363,0
60,0,34.1017093119203,10.139488383301343,0,1,82.89387292105718,75.52872847425299,50.77544595742206,97.55212785115846,1,0.9443813867664534,0.001027064704402441,1.7812561267340525,0.0,73.78683045167448,0.01279877951372612,1
61,1,18.772807549827363,78.78827550354454,0,0,59.8945829134107,19.061008727771533,93.2152367300531,54.85619952073494,1,0.862003014507161,0.03970159745902269,78.64092674885997,0.0,315.77190520475074,0.0027298280739016306,0
62,2,82.12002033499546,51.73422136356044,0,1,35.9501641200927,72.9147925481139,29.73256720947922,15.039758468724806,1,0.202396715145724,0.055159983548339064,22.915697493769255,0.0,228.99429812853435,0.0008838504535526399,1
63,3,91.47539013379597,43.0394791877585,1,1,4.45551595929844,64.79944797411012,48.66945667354232,6.611856861537424,0,0.2603407090461299,0.04456476118604616,1.3010278331211986,0.008242070951179861,60.113921721843504,0.004330788896455268,1
64,4,53.6923261420117,28.015578591027158,1,1,62.89885278969677,29.10422019576091,40.259119690904356,62.926197789023895,1,0.9285525409169775,0.0809981255413542,8.732651375578536,0.008131911244152587,164.1416439262165,0.005657019833902434,1
65,0,72.7764040512944,84.13695352490652,0,1,78.45860786893265,52.268824942218096,35.85739108976499,64.46355311047238,1,0.3592227847034698,0.053502401304378916,82.83991069345002,0.0,319.4782637500009,0.001124404456699331,0
66,1,12.146477090712748,19.97513975329501,1,1,79.03990822836569,58.998369210432735,89.18383117219105,97.89260704164953,0,0.3312022491506635,0.0660313855316872,5.657231493057474,0.0031325392924099215,136.74611681057542,0.002422023048650304,1
67,2,60.85346432772384,72.12412749928592,1,1,48.446947634130346,83.65541396617353,72.44057907245104,49.672819792960574,0,0.8938427013222926,0.012901276976466262,1.0751650597655542,0.009758681873843916,52.66130468886808,0.01697342459762139,1
68,3,70.2791021377846,44.57916510280063,0,1,14.042406328540613,12.482654483826117,94.44605330479816,33.915697689507894,1,0.606136349390767,0.024778073595509157,60.721172698196874,0.0,297.3846784083362,0.002038223188217732,0
69,4,45.27681295114008,99.84950071472699,0,0,6.481396637006043,97.19761080906575,7.207569931212432,71.01082668140431,1,0.5851657963335708,0.08903393327057986,146.23889534569292,0.0,360.10075104421685,0.0016250057602260107,0
70,0,24.32730844706986,61.13990201697727,0,2,5.57301003190026,76.91574375258013,82.72611243970496,80.23004939186727,0,0.4790622198616725,0.057204589100381065,33.066996912818674,0.0,254.51514354557906,0.001882254278883908,1
71,1,87.73745205413914,10.418960382376842,0,1,24.94776141977105,53.49761767942485,32.80419010367349,68.64706998130245,1,0.6987448528642152,0.06784501645895215,58.94228635530547,0.0,295.275110397197,0.0023664197417718703,0
72,2,74.29087199537224,41.952118915199954,1,1,14.148460324914458,77.62283987819066,59.09593385022903,74.3318296714632,1,0.42850731821963095,0.027641892175355363,25.189881150331317,0.0003092247874127716,235.54688038206453,0.001819201832371444,1
73,3,89.9857281849195,6.629898038519578,0,1,16.88670796029369,73.31610425915251,70.36232981452353,69.23086793280578,1,0.9852396694067748,0.08832633471257803,195.32202789350927,0.0,380.853912308712,0.002586922793696387,0
74,4,81.84026474978235,28.565563438911457,1,1,69.89928108983887,46.01295775034651,14.1556270276042,17.377873873399665,1,0.4650481687457042,0.017035833491044258,1.345010637037747,0.004976159137072537,61.47972334314779,0.007564252665643841,1
75,0,99.03744295788626,34.33167948811047,1,1,17.950723836679362,33.60513573295073,74.84718642273455,81.06093480887401,0,0.28180152305704576,0.07642056669310976,2.50346770937861,0.008053075947433748,90.43917996593504,0.0031159229887673303,1
76,1,19.217273321444893,85.31766083396029,0,1,69.23350786347157,98.86027474252286,34.070038731265086,62.56611207255871,1,0.16022990029025985,0.01993068730352709,13.126586665360184,0.0,191.0170505833793,0.0008388251151511424,1
77,2,8.674776780397409,83.79874766075358,0,2,35.16095153055251,88.43814053114156,27.855316294299882,39.152394327310446,1,0.6381160456854573,0.07511616031975969,102.65956896368519,0.0,334.7854744810261,0.0019060445939854474,0
78,3,33.70027913372585,1.1557219983401201,1,2,77.47785435800574,95.09208562871301,47.154058448908096,66.31017408299617,0,0.6943966189793745,0.09813835494702945,7.914199185883483,0.007624866724910771,157.80525990121774,0.004400338841770618,1
79,4,12.90041750232589,53.227861500509235,1,1,15.905428251410637,4.8471376712416525,78.29381105956436,84.67413448381724,0,0.46046169110028,0.06043249712459111,4.055795431812148,0.006488216580470664,116.89690450999882,0.003939040893267224,1
80,0,52.313011290622434,22.354375560328243,1,2,2.3365738766075617,81.52258581410356,40.90291472449804,86.22498836249946,0,0.9539341471900346,0.07307423323558272,17.156208011218343,0.003867604579043429,209.1195508486716,0.004561668857631948,1
81,1,63.30289054077425,32.00930980455558,0,0,8.921960700373365,89.12275836397798,54.52156410812445,33.38104018289898,1,0.14248868970192755,0.06891978989064877,23.44380129966667,0.0,230.5698376800512,0.000617984947717516,1
82,2,57.82886151734037,2.165128552553519,0,1,96.61478624733772,47.689250109452445,23.84863706760767,11.806942203116911,1,0.5803211428340759,0.042021793777989966,202.15504612266466,0.0,383.32186947838,0.0015139265132715848,0
83,3,25.924013539027012,74.97458654453129,1,0,53.79501024258649,89.09352230076357,31.789776179956174,22.326599494248622,1,0.7700521545248875,0.028128442747931536,2.1376472349283087,0.009585233882888762,82.48415797495568,0.009335758090940774,1
84,4,90.88240309687968,95.05897757524014,1,0,60.70307774474967,10.087830336853221,94.14477789200927,60.69243364860048,1,0.5060227954191986,0.06321478039824859,3.0800216686680404,0.009586364304428755,101.42884071274187,0.004988943843530357,1
85,0,2.117236373537845,21.92670403138518,0,1,96.70057873142437,6.047447982750409,91.90085822659795,51.6517013252265,1,0.6782059880834016,0.09055210047600845,94.96765352546608,0.0,329.22381568081755,0.002060014961617805,0
86,1,34.80133537634929,34.17728670478325,1,2,77.60059562889813,29.155871730021353,88.75947704525537,49.427561118490274,1,0.8451117722174397,0.09161247645739769,8.679876260010449,0.008465425753431172,163.7494302664692,0.005161005847050489,1
87,2,71.8992475398061,20.643399472986424,0,0,11.26523579332851,2.6242481221505076,38.84760245704268,30.333206856521233,1,0.7677921756696762,0.03174878379054703,72.49633989080709,0.0,309.9800250289871,0.002476908546352202,0
88,3,76.69289263491595,93.00486636415286,0,1,42.177260671241044,68.39887842804688,2.934679817552921,7.5676346735616296,1,0.5906853644604787,0.08581837488300975,242.1974233417008,0.0,396.2992066696198,0.0014905035211498871,0
89,4,41.61185444318599,0.9355967907426765,0,0,82.13929946335425,92.69692813470232,91.90494284047513,30.09861914863987,1,0.9546573361550169,0.01787487345089577,41.28264591497649,0.0,270.0996876875136,0.0035344629266103617,1
90,0,1.690981325636709,58.386228129103515,1,0,66.4993573653707,29.50567530038788,40.075157952464814,69.18986188505232,1,0.9987110542868739,0.06324009688412925,7.944155071191507,0.007576404228418702,158.047260071508,0.006319065876345748,1
91,1,61.804367912373735,87.076396112215,0,0,21.57440101712296,65.96048064871609,80.35731158913731,62.19891658719461,1,0.6312677209280577,0.05010501791882663,56.453612754409335,0.0,292.2162854532075,0.002160275625257261,0
92,2,6.30946811832157,18.630717411534683,0,0,80.5707538207898,46.804855005719226,51.567705247682326,27.662508876477343,1,0.18782504938157885,0.03155544483069566,21.33285545005128,0.0,224.05479094828422,0.0008382996308551712,1
93,3,10.78557761535145,58.99952913620822,1,2,55.8834819683028,25.505719452546916,89.33923448327839,77.19197678847631,1,0.3160011860922346,0.0776080905145143,5.392228366913035,0.004041595254176563,133.815947524744,0.002361461317398969,1
94,4,65.025071964619,5.064810486488492,1,0,78.83174994443841,91.85625253872001,11.693431156220079,95.90032623672637,1,0.7956786372438184,0.07237783595411,11.76712357942629,0.0042258103074024065,183.71808093714077,0.0043309761829326094,1
95,0,31.248832614285483,81.45851335678094,0,0,62.64650498779927,95.79124783785919,82.97709097071746,25.25589837885648,1,0.48439088486626847,0.08420702979425847,45.17524723647628,0.0,276.4523890374374,0.0017521674701407785,1
96,1,34.80301527082529,27.442912277293818,0,0,46.28738492309139,13.475476854289447,86.74064020198983,78.66742570294272,1,0.6588429476362301,0.06358215215186694,137.93598127589826,0.0,355.9138231429535,0.0018511305348218351,0
97,2,48.68070769832434,98.87534171952606,0,2,72.85111648398218,76.69720691648097,29.00759864791569,78.64376835347088,1,0.13428202754958418,0.021557517699115784,6.838219658204077,0.0,148.52630017903772,0.000904095951246486,1
98,3,97.85783948593739,92.20096204897769,1,0,86.56468518321306,18.881684920719742,62.52414178469694,53.44374146206982,0,0.9904597620574797,0.05834352737677801,15.418172098182104,0.0032274192512965604,201.86108049210813,0.004906640520977305,1
99,4,96.54422207387104,73.25159699327139,0,0,46.55652865039052,48.82233372834105,5.502024812135398,1.002744279953216,1,0.4809286067880211,0.022957005067234852,16.065274287722605,0.0,204.64958488711835,0.002350010163486449,1
100,0,41.62609993600751,49.68426413714917,0,2,2.978772972042676,36.09839749484212,31.341227721712894,29.426183972011067,1,0.7992981909862933,0.09109391754592731,132.22331072011232,0.0,352.8851364762784,0.0022650378440492516,0
101,1,26.54992172182822,76.65891118609018,0,2,59.32248750224692,24.39885761373931,37.26338524326655,3.911570433466083,1,0.7740067195162229,0.0640369166010778,238.62069325869425,0.0,395.23043460554413,0.001958368206968536,0
102,2,30.259215266411577,13.060904754276216,1,2,9.033652832020135,67.58089084312851,9.485690333883756,40.86443805667417,1,0.5294502352704087,0.04438333907661072,10.634112564304402,0.0016401445456623275,177.01446314184182,0.002990999847595278,1
103,3,26.878129816160413,31.01996396141712,1,0,32.45240067553941,85.53961844127174,43.333195235550384,56.90068232604348,1,0.8357244033151315,0.01466112417005731,1.3430443025815282,0.008265671695022523,61.419211656070516,0.013606888906162667,1
104,4,53.224580714178074,2.6896388576857055,0,2,54.97819126933101,78.1169939146803,64.79341995939637,43.769311845117976,1,0.40007892915412635,0.06706795285417888,85.3651116158438,0.0,321.6188364148152,0.0012439536575966025,0
105,0,60.685980780092855,64.50246416097401,0,2,34.52726286816006,72.2283739287653,64.9212530340572,69.39703389349474,0,0.15058688106224813,0.009669976867056972,11.517023697119802,0.0,182.2909826667313,0.0008260796997922543,1
106,1,48.877938822966605,80.55376380815144,0,0,28.093135978984463,6.625713175936188,46.99526089100989,23.51184394169552,1,0.43814936537387883,0.00928659915469185,4.557317161407784,0.0,123.71942893121894,0.0035414757861191672,1
107,2,40.79943622481523,94.62855535131676,0,2,2.011134350425847,9.742688289244894,12.342793632494464,7.803790423281254,0,0.6288363294121712,0.006795572259504212,13.444405018198186,0.0,192.62194368655776,0.0032646141665501256,1
108,3,21.128503756993776,68.65071850502412,1,0,26.927016515069734,46.482963157678306,7.876330265255415,16.893317422997534,1,0.1444389841330828,0.0919909164274595,1.854430073467074,0.006353403367280988,75.66013601387021,0.0019090499942737858,1
109,4,48.25055913821134,73.20912402227293,1,1,38.47983725681575,55.57630024162572,82.24573788295703,26.73337974129806,1,0.7074080925806706,0.045014197814745874,7.8318836733448665,0.003359971580563768,157.1360585095988,0.004501882602811851,1
110,0,34.110271380245806,89.54557782349511,1,2,29.025371016524893,72.3386260971264,55.957166209864376,24.329075295743863,1,0.9660822186433475,0.01643978395887852,2.700198755411429,0.0056434281392447674,94.38013834444556,0.01023607535815959,1
111,1,54.159546279834295,93.63780288581262,1,1,62.841870113987305,35.58557853913315,74.98972888618897,51.34130056744407,1,0.30198645662497814,0.07347578843766851,3.500289551996556,0.005778384331913037,108.50089142534365,0.0027832624218530402,1
112,2,67.5189415511624,49.129754986970575,1,0,66.58107440394603,2.2926142934631133,3.3037880021108967,89.81024542844948,1,0.14443261451703587,0.04512977650247479,4.291876785535269,0.0011222763058850184,120.18897353654867,0.0012017126785045901,1
113,3,63.33121744366106,10.978738970827429,0,2,77.99033992083288,3.6101371827074846,44.14984184978522,35.654032059538665,1,0.17415708412250896,0.0925445967758826,17.67930216234763,0.0,211.16843267413972,0.0008247306715891824,1
114,4,46.249021040559334,46.64173098721572,1,0,18.59050265269506,85.48305564727485,90.3789677745364,8.437952428234263,0,0.15182230866352872,0.008009796949385865,0.13255049921746362,0.008471846385523079,8.978768996856605,0.016909031940530887,1
115,0,55.605242427996096,55.60738628722898,0,1,61.892704437242195,12.855260855181816,70.8075380184469,81.99753178819977,0,0.9115004707524161,0.026163512712724376,36.01362755834896,0.0,260.4992315127337,0.0034990524231500774,1
116,1,28.48561309607597,63.1544771395544,1,0,43.00595868398525,93.68938148053113,76.63467467414065,1.6166123837800361,1,0.26561732272230343,0.09633657561293286,2.831189146196906,0.00878415544597528,96.88961267603149,0.002741442685595223,1
117,2,2.4240259022389687,98.92845573092734,0,2,32.28831157405989,33.26279981197139,47.10882906511574,51.55291621699806,1,0.37826377330144434,0.07169780867760057,27.90678210383135,0.0,242.66680560844236,0.001558778386661658,1
118,3,62.501945416810415,91.75632152907706,0,2,48.27746725940608,58.365306517381846,74.50257309590921,80.90532135297175,0,0.934652886195147,0.049197501380333714,210.10063352282913,0.0,386.0893549030636,0.0024208201337459624,0
119,4,25.256855913768696,39.63642027457285,0,1,48.1294500016187,16.861819967083925,67.21648822219097,56.644163820251926,0,0.16384219123976962,0.08197535206960822,17.534616110642947,0.0,210.6075164611987,0.0007779503467626938,1
120,0,66.89537100682745,11.345368627070984,0,0,63.937045039026685,45.40374730102287,13.370991872806403,93.01629370727713,1,0.6488994798721297,0.07075791968561328,48.09646620388364,0.0,280.87736414488654,0.002310259068178756,0
121,1,74.70084995969593,21.479159822267103,1,2,55.92183749918034,87.58092959245722,9.113151655340312,2.9984008276231267,1,0.3339253904263227,0.011005713603025293,1.0676922725908693,0.002938692654510161,52.40107451857735,0.006372491158276678,1
122,2,91.59277461037811,17.379962283342053,1,1,63.12744346474714,98.41327244533494,17.65628865321104,94.18041387870466,1,0.9443349514464007,0.0682395723371159,7.664483788746558,0.008055488956988351,155.75568996436854,0.006062924221898457,1
123,3,95.8122795479613,35.60127271489966,0,2,98.04943320851811,76.65428415433118,7.952607588889293,74.97130711727844,0,0.10151340706136425,0.025221575839565358,3.8926491999591417,0.0,114.53079230508864,0.0008863416041391724,1
